probe_id,user_id,domain,probe_type,required_groups,best_resolved_groups,unresolved_groups_in_best_window,best_window_start_session,best_window_end_session,history_chars,window_char_budget
mdgo_v11_probe_001521,mdgo_v05_fin_user_0034,finance,reference_case_reconstruction,3,1,2,193,412,337663,140000
mdgo_v11_probe_001522,mdgo_v05_fin_user_0028,finance,suggestion_rejection_pair,2,0,2,0,219,335276,140000
mdgo_v11_probe_001523,mdgo_v07_sof_user_0013,software,dual_asof_reversal,2,0,2,0,245,316556,140000
mdgo_v11_probe_001524,mdgo_v05_fin_user_0009,finance,dual_asof_reversal,2,0,2,0,216,341182,140000
mdgo_v11_probe_001525,mdgo_v05_fin_user_0034,finance,dual_asof_reversal,2,0,2,0,221,337663,140000
mdgo_v11_probe_001526,mdgo_v05_sof_user_0007,software,suggestion_rejection_pair,2,0,2,0,236,321840,140000
mdgo_v11_probe_001527,mdgo_v05_fin_user_0021,finance,reference_case_reconstruction,3,1,2,193,412,333807,140000
mdgo_v11_probe_001528,mdgo_v07_sof_user_0013,software,triple_asof_interleaved,3,0,3,0,245,316556,140000
mdgo_v11_probe_001529,mdgo_v05_fin_user_0021,finance,triple_asof_interleaved,3,0,3,0,232,333807,140000
mdgo_v11_probe_001530,mdgo_v05_fin_user_0017,finance,triple_asof_interleaved,3,0,3,0,217,341010,140000
mdgo_v11_probe_001531,mdgo_v05_fin_user_0028,finance,surface_decoy_pair,2,0,2,0,219,335276,140000
mdgo_v11_probe_001532,mdgo_v05_fin_user_0031,finance,dual_asof_reversal,2,0,2,0,224,338178,140000
mdgo_v11_probe_001533,mdgo_v05_fin_user_0001,finance,provenance_weighted_triple,3,0,3,0,226,338269,140000
mdgo_v11_probe_001534,mdgo_v05_fin_user_0008,finance,triple_asof_interleaved,3,0,3,0,229,338243,140000
mdgo_v11_probe_001535,mdgo_v05_fin_user_0028,finance,provenance_weighted_triple,3,0,3,0,219,335276,140000
mdgo_v11_probe_001536,mdgo_v05_fin_user_0014,finance,suggestion_rejection_pair,2,0,2,0,223,339699,140000
mdgo_v11_probe_001537,mdgo_v05_fin_user_0022,finance,dual_asof_reversal,2,0,2,0,219,343225,140000
mdgo_v11_probe_001538,mdgo_v05_fin_user_0004,finance,dual_asof_reversal,2,0,2,0,226,332730,140000
mdgo_v11_probe_001539,mdgo_v05_sof_user_0003,software,surface_decoy_pair,2,0,2,0,242,314399,140000
mdgo_v11_probe_001540,mdgo_v05_fin_user_0022,finance,surface_decoy_pair,2,0,2,0,219,343225,140000
mdgo_v11_probe_001541,mdgo_v05_fin_user_0028,finance,triple_asof_interleaved,3,0,3,0,219,335276,140000
mdgo_v11_probe_001542,mdgo_v05_fin_user_0016,finance,suggestion_rejection_pair,2,0,2,0,225,332320,140000
mdgo_v11_probe_001543,mdgo_v05_fin_user_0001,finance,suggestion_rejection_pair,2,0,2,0,226,338269,140000
mdgo_v11_probe_001544,mdgo_v07_sof_user_0010,software,triple_asof_interleaved,3,0,3,0,227,329153,140000
mdgo_v11_probe_001545,mdgo_v05_fin_user_0002,finance,surface_decoy_pair,2,0,2,0,225,339141,140000
mdgo_v11_probe_001546,mdgo_v05_fin_user_0025,finance,triple_asof_interleaved,3,0,3,0,232,338920,140000
mdgo_v11_probe_001547,mdgo_v05_fin_user_0030,finance,triple_asof_interleaved,3,0,3,0,220,337818,140000
mdgo_v11_probe_001548,mdgo_v05_fin_user_0007,finance,triple_asof_interleaved,3,0,3,0,227,337224,140000
mdgo_v11_probe_001549,mdgo_v05_fin_user_0035,finance,surface_decoy_pair,2,0,2,0,230,332598,140000
mdgo_v11_probe_001550,mdgo_v05_fin_user_0008,finance,surface_decoy_pair,2,0,2,0,229,338243,140000
mdgo_v11_probe_001551,mdgo_v05_fin_user_0035,finance,reference_case_reconstruction,3,1,2,189,412,332598,140000
mdgo_v11_probe_001552,mdgo_v05_fin_user_0029,finance,dual_asof_reversal,2,0,2,0,227,332408,140000
mdgo_v11_probe_001553,mdgo_v05_fin_user_0002,finance,triple_asof_interleaved,3,0,3,0,225,339141,140000
mdgo_v11_probe_001554,mdgo_v05_sof_user_0005,software,surface_decoy_pair,2,0,2,0,239,318937,140000
mdgo_v11_probe_001555,mdgo_v05_sof_user_0002,software,triple_asof_interleaved,3,0,3,0,237,323038,140000
mdgo_v11_probe_001556,mdgo_v05_fin_user_0011,finance,dual_asof_reversal,2,0,2,0,229,333048,140000
mdgo_v11_probe_001557,mdgo_v05_sof_user_0002,software,reference_case_reconstruction,3,1,2,180,412,323038,140000
mdgo_v11_probe_001558,mdgo_v05_fin_user_0020,finance,reference_case_reconstruction,3,1,2,121,344,328930,140000
mdgo_v11_probe_001559,mdgo_v05_sof_user_0002,software,provenance_weighted_triple,3,0,3,0,237,323038,140000
mdgo_v11_probe_001560,mdgo_v05_fin_user_0027,finance,dual_asof_reversal,2,0,2,0,220,342331,140000
mdgo_v11_probe_001561,mdgo_v05_fin_user_0020,finance,triple_asof_interleaved,3,0,3,0,232,328930,140000
mdgo_v11_probe_001562,mdgo_v05_fin_user_0015,finance,dual_asof_reversal,2,0,2,0,222,337230,140000
mdgo_v11_probe_001563,mdgo_v05_fin_user_0015,finance,dual_asof_reversal,2,0,2,0,222,337230,140000
mdgo_v11_probe_001564,mdgo_v05_sof_user_0006,software,dual_asof_reversal,2,0,2,0,233,322287,140000
mdgo_v11_probe_001565,mdgo_v05_fin_user_0035,finance,dual_asof_reversal,2,0,2,0,230,332598,140000
mdgo_v11_probe_001566,mdgo_v05_fin_user_0031,finance,suggestion_rejection_pair,2,0,2,0,224,338178,140000
mdgo_v11_probe_001567,mdgo_v07_sof_user_0014,software,dual_asof_reversal,2,0,2,0,231,326919,140000
mdgo_v11_probe_001568,mdgo_v05_fin_user_0004,finance,dual_asof_reversal,2,0,2,0,226,332730,140000
mdgo_v11_probe_001569,mdgo_v07_sof_user_0017,software,scope_temporal_pair,2,0,2,0,232,325699,140000
mdgo_v11_probe_001570,mdgo_v05_fin_user_0004,finance,triple_asof_interleaved,3,0,3,0,226,332730,140000
mdgo_v11_probe_001571,mdgo_v05_sof_user_0008,software,provenance_weighted_triple,3,0,3,0,239,318483,140000
mdgo_v11_probe_001572,mdgo_v05_fin_user_0029,finance,reference_case_reconstruction,3,1,2,118,344,332408,140000
mdgo_v11_probe_001573,mdgo_v05_fin_user_0027,finance,triple_asof_interleaved,3,0,3,0,220,342331,140000
mdgo_v11_probe_001574,mdgo_v07_sof_user_0017,software,dual_asof_reversal,2,0,2,0,232,325699,140000
mdgo_v11_probe_001575,mdgo_v05_fin_user_0004,finance,dual_asof_reversal,2,0,2,0,226,332730,140000
mdgo_v11_probe_001576,mdgo_v05_fin_user_0015,finance,triple_asof_interleaved,3,0,3,0,222,337230,140000
mdgo_v11_probe_001577,mdgo_v05_fin_user_0023,finance,dual_asof_reversal,2,0,2,0,228,336961,140000
mdgo_v11_probe_001578,mdgo_v07_sof_user_0010,software,reference_case_reconstruction,3,1,2,121,344,329153,140000
mdgo_v11_probe_001579,mdgo_v05_sof_user_0001,software,surface_decoy_pair,2,0,2,0,234,322282,140000
mdgo_v11_probe_001580,mdgo_v05_sof_user_0001,software,triple_asof_interleaved,3,0,3,0,234,322282,140000
mdgo_v11_probe_001581,mdgo_v05_fin_user_0021,finance,suggestion_rejection_pair,2,0,2,0,232,333807,140000
mdgo_v11_probe_001582,mdgo_v07_sof_user_0012,software,provenance_weighted_triple,3,0,3,0,236,321909,140000
mdgo_v11_probe_001583,mdgo_v07_sof_user_0015,software,dual_asof_reversal,2,0,2,0,242,313659,140000
mdgo_v11_probe_001584,mdgo_v05_fin_user_0004,finance,triple_asof_interleaved,3,0,3,0,226,332730,140000
mdgo_v11_probe_001585,mdgo_v05_fin_user_0009,finance,dual_asof_reversal,2,0,2,0,216,341182,140000
mdgo_v11_probe_001586,mdgo_v05_fin_user_0030,finance,surface_decoy_pair,2,0,2,0,220,337818,140000
mdgo_v11_probe_001587,mdgo_v05_sof_user_0006,software,dual_asof_reversal,2,0,2,0,233,322287,140000
mdgo_v11_probe_001588,mdgo_v05_fin_user_0001,finance,reference_case_reconstruction,3,1,2,123,344,338269,140000
mdgo_v11_probe_001589,mdgo_v05_fin_user_0010,finance,suggestion_rejection_pair,2,0,2,0,230,335012,140000
mdgo_v11_probe_001590,mdgo_v05_sof_user_0004,software,dual_asof_reversal,2,0,2,0,236,322411,140000
mdgo_v11_probe_001591,mdgo_v05_fin_user_0004,finance,provenance_weighted_triple,3,0,3,0,226,332730,140000
mdgo_v11_probe_001592,mdgo_v07_sof_user_0010,software,dual_asof_reversal,2,0,2,0,227,329153,140000
mdgo_v11_probe_001593,mdgo_v05_fin_user_0023,finance,dual_asof_reversal,2,0,2,0,228,336961,140000
mdgo_v11_probe_001594,mdgo_v07_sof_user_0012,software,provenance_weighted_triple,3,0,3,0,236,321909,140000
mdgo_v11_probe_001595,mdgo_v05_fin_user_0035,finance,reference_case_reconstruction,3,1,2,189,412,332598,140000
mdgo_v11_probe_001596,mdgo_v07_sof_user_0013,software,reference_case_reconstruction,3,1,2,109,344,316556,140000
mdgo_v11_probe_001597,mdgo_v05_fin_user_0027,finance,surface_decoy_pair,2,0,2,0,220,342331,140000
mdgo_v11_probe_001598,mdgo_v05_fin_user_0028,finance,surface_decoy_pair,2,0,2,0,219,335276,140000
mdgo_v11_probe_001599,mdgo_v05_fin_user_0033,finance,surface_decoy_pair,2,0,2,0,230,330817,140000
mdgo_v11_probe_001600,mdgo_v05_fin_user_0029,finance,dual_asof_reversal,2,0,2,0,227,332408,140000
mdgo_v11_probe_001601,mdgo_v05_fin_user_0034,finance,triple_asof_interleaved,3,0,3,0,221,337663,140000
mdgo_v11_probe_001602,mdgo_v05_fin_user_0018,finance,triple_asof_interleaved,3,0,3,0,227,331045,140000
mdgo_v11_probe_001603,mdgo_v05_fin_user_0013,finance,triple_asof_interleaved,3,0,3,0,217,345552,140000
mdgo_v11_probe_001604,mdgo_v05_fin_user_0034,finance,triple_asof_interleaved,3,0,3,0,221,337663,140000
mdgo_v11_probe_001605,mdgo_v05_fin_user_0010,finance,dual_asof_reversal,2,0,2,0,230,335012,140000
mdgo_v11_probe_001606,mdgo_v07_sof_user_0017,software,dual_asof_reversal,2,0,2,0,232,325699,140000
mdgo_v11_probe_001607,mdgo_v05_sof_user_0001,software,triple_asof_interleaved,3,0,3,0,234,322282,140000
mdgo_v11_probe_001608,mdgo_v05_fin_user_0001,finance,provenance_weighted_triple,3,0,3,0,226,338269,140000
mdgo_v11_probe_001609,mdgo_v07_sof_user_0013,software,provenance_weighted_triple,3,0,3,0,245,316556,140000
mdgo_v11_probe_001610,mdgo_v05_fin_user_0021,finance,reference_case_reconstruction,3,1,2,121,344,333807,140000
mdgo_v11_probe_001611,mdgo_v05_fin_user_0001,finance,suggestion_rejection_pair,2,0,2,0,226,338269,140000
mdgo_v11_probe_001612,mdgo_v05_fin_user_0007,finance,surface_decoy_pair,2,0,2,0,227,337224,140000
mdgo_v11_probe_001613,mdgo_v05_fin_user_0015,finance,dual_asof_reversal,2,0,2,0,222,337230,140000
mdgo_v11_probe_001614,mdgo_v07_sof_user_0011,software,scope_temporal_pair,2,0,2,0,238,325058,140000
mdgo_v11_probe_001615,mdgo_v05_fin_user_0008,finance,reference_case_reconstruction,3,1,2,195,412,338243,140000
mdgo_v11_probe_001616,mdgo_v05_fin_user_0033,finance,scope_temporal_pair,2,0,2,0,230,330817,140000
mdgo_v11_probe_001617,mdgo_v05_fin_user_0027,finance,triple_asof_interleaved,3,0,3,0,220,342331,140000
mdgo_v11_probe_001618,mdgo_v05_fin_user_0026,finance,triple_asof_interleaved,3,0,3,0,231,330059,140000
mdgo_v11_probe_001619,mdgo_v05_fin_user_0003,finance,surface_decoy_pair,2,0,2,0,230,331924,140000
mdgo_v11_probe_001620,mdgo_v05_sof_user_0004,software,triple_asof_interleaved,3,0,3,0,236,322411,140000
mdgo_v11_probe_001621,mdgo_v05_fin_user_0022,finance,reference_case_reconstruction,3,1,2,195,412,343225,140000
mdgo_v11_probe_001622,mdgo_v05_fin_user_0001,finance,surface_decoy_pair,2,0,2,0,226,338269,140000
mdgo_v11_probe_001623,mdgo_v05_fin_user_0003,finance,suggestion_rejection_pair,2,0,2,0,230,331924,140000
mdgo_v11_probe_001624,mdgo_v07_sof_user_0015,software,triple_asof_interleaved,3,0,3,0,242,313659,140000
mdgo_v11_probe_001625,mdgo_v05_sof_user_0006,software,reference_case_reconstruction,3,1,2,182,412,322287,140000
mdgo_v11_probe_001626,mdgo_v07_sof_user_0013,software,triple_asof_interleaved,3,0,3,0,245,316556,140000
mdgo_v11_probe_001627,mdgo_v07_sof_user_0016,software,reference_case_reconstruction,3,1,2,187,412,324189,140000
mdgo_v11_probe_001628,mdgo_v05_fin_user_0032,finance,reference_case_reconstruction,3,1,2,131,344,342639,140000
mdgo_v11_probe_001629,mdgo_v05_fin_user_0003,finance,dual_asof_reversal,2,0,2,0,230,331924,140000
mdgo_v11_probe_001630,mdgo_v07_sof_user_0014,software,triple_asof_interleaved,3,0,3,0,231,326919,140000
mdgo_v11_probe_001631,mdgo_v05_fin_user_0015,finance,triple_asof_interleaved,3,0,3,0,222,337230,140000
mdgo_v11_probe_001632,mdgo_v05_sof_user_0002,software,reference_case_reconstruction,3,1,2,112,344,323038,140000
mdgo_v11_probe_001633,mdgo_v05_fin_user_0010,finance,provenance_weighted_triple,3,0,3,0,230,335012,140000
mdgo_v11_probe_001634,mdgo_v05_fin_user_0033,finance,triple_asof_interleaved,3,0,3,0,230,330817,140000
mdgo_v11_probe_001635,mdgo_v05_fin_user_0002,finance,triple_asof_interleaved,3,0,3,0,225,339141,140000
mdgo_v11_probe_001636,mdgo_v05_fin_user_0021,finance,triple_asof_interleaved,3,0,3,0,232,333807,140000
mdgo_v11_probe_001637,mdgo_v05_fin_user_0012,finance,suggestion_rejection_pair,2,0,2,0,224,334218,140000
mdgo_v11_probe_001638,mdgo_v05_fin_user_0032,finance,suggestion_rejection_pair,2,0,2,0,223,342639,140000
mdgo_v11_probe_001639,mdgo_v05_fin_user_0008,finance,dual_asof_reversal,2,0,2,0,229,338243,140000
mdgo_v11_probe_001640,mdgo_v05_sof_user_0003,software,reference_case_reconstruction,3,1,2,112,344,314399,140000
mdgo_v11_probe_001641,mdgo_v05_fin_user_0032,finance,reference_case_reconstruction,3,1,2,200,413,342639,140000
mdgo_v11_probe_001642,mdgo_v05_fin_user_0008,finance,suggestion_rejection_pair,2,0,2,0,229,338243,140000
mdgo_v11_probe_001643,mdgo_v07_sof_user_0012,software,surface_decoy_pair,2,0,2,0,236,321909,140000
mdgo_v11_probe_001644,mdgo_v05_sof_user_0000,software,dual_asof_reversal,2,0,2,0,239,311624,140000
mdgo_v11_probe_001645,mdgo_v07_sof_user_0011,software,reference_case_reconstruction,3,1,2,187,412,325058,140000
mdgo_v11_probe_001646,mdgo_v05_fin_user_0008,finance,triple_asof_interleaved,3,0,3,0,229,338243,140000
mdgo_v11_probe_001647,mdgo_v07_sof_user_0017,software,triple_asof_interleaved,3,0,3,0,232,325699,140000
mdgo_v11_probe_001648,mdgo_v05_fin_user_0023,finance,provenance_weighted_triple,3,0,3,0,228,336961,140000
mdgo_v11_probe_001649,mdgo_v05_fin_user_0008,finance,surface_decoy_pair,2,0,2,0,229,338243,140000
mdgo_v11_probe_001650,mdgo_v05_fin_user_0006,finance,reference_case_reconstruction,3,1,2,127,344,336433,140000
mdgo_v11_probe_001651,mdgo_v05_fin_user_0007,finance,triple_asof_interleaved,3,0,3,0,227,337224,140000
mdgo_v11_probe_001652,mdgo_v05_fin_user_0024,finance,surface_decoy_pair,2,0,2,0,226,340270,140000
mdgo_v11_probe_001653,mdgo_v05_sof_user_0006,software,provenance_weighted_triple,3,0,3,0,233,322287,140000
mdgo_v11_probe_001654,mdgo_v05_sof_user_0008,software,triple_asof_interleaved,3,0,3,0,239,318483,140000
mdgo_v11_probe_001655,mdgo_v05_fin_user_0016,finance,surface_decoy_pair,2,0,2,0,225,332320,140000
mdgo_v11_probe_001656,mdgo_v07_sof_user_0011,software,surface_decoy_pair,2,0,2,0,238,325058,140000
mdgo_v11_probe_001657,mdgo_v05_sof_user_0008,software,reference_case_reconstruction,3,1,2,185,412,318483,140000
mdgo_v11_probe_001658,mdgo_v07_sof_user_0015,software,suggestion_rejection_pair,2,0,2,0,242,313659,140000
mdgo_v11_probe_001659,mdgo_v05_fin_user_0025,finance,suggestion_rejection_pair,2,0,2,0,232,338920,140000
mdgo_v11_probe_001660,mdgo_v05_fin_user_0024,finance,reference_case_reconstruction,3,1,2,122,344,340270,140000
mdgo_v11_probe_001661,mdgo_v05_fin_user_0027,finance,triple_asof_interleaved,3,0,3,0,220,342331,140000
mdgo_v11_probe_001662,mdgo_v05_fin_user_0024,finance,provenance_weighted_triple,3,0,3,0,226,340270,140000
mdgo_v11_probe_001663,mdgo_v05_fin_user_0023,finance,dual_asof_reversal,2,0,2,0,228,336961,140000
mdgo_v11_probe_001664,mdgo_v05_fin_user_0010,finance,triple_asof_interleaved,3,0,3,0,230,335012,140000
mdgo_v11_probe_001665,mdgo_v05_fin_user_0017,finance,triple_asof_interleaved,3,0,3,0,217,341010,140000
mdgo_v11_probe_001666,mdgo_v05_sof_user_0000,software,dual_asof_reversal,2,0,2,0,239,311624,140000
mdgo_v11_probe_001667,mdgo_v05_fin_user_0009,finance,provenance_weighted_triple,3,0,3,0,216,341182,140000
mdgo_v11_probe_001668,mdgo_v05_fin_user_0026,finance,reference_case_reconstruction,3,1,2,122,345,330059,140000
mdgo_v11_probe_001669,mdgo_v05_sof_user_0004,software,suggestion_rejection_pair,2,0,2,0,236,322411,140000
mdgo_v11_probe_001670,mdgo_v05_fin_user_0002,finance,triple_asof_interleaved,3,0,3,0,225,339141,140000
mdgo_v11_probe_001671,mdgo_v07_sof_user_0016,software,reference_case_reconstruction,3,1,2,187,412,324189,140000
mdgo_v11_probe_001672,mdgo_v07_sof_user_0009,software,triple_asof_interleaved,3,0,3,0,235,322372,140000
mdgo_v11_probe_001673,mdgo_v05_fin_user_0031,finance,provenance_weighted_triple,3,0,3,0,224,338178,140000
mdgo_v11_probe_001674,mdgo_v05_fin_user_0010,finance,triple_asof_interleaved,3,0,3,0,230,335012,140000
mdgo_v11_probe_001675,mdgo_v05_fin_user_0006,finance,dual_asof_reversal,2,0,2,0,224,336433,140000
mdgo_v11_probe_001676,mdgo_v05_fin_user_0022,finance,surface_decoy_pair,2,0,2,0,219,343225,140000
mdgo_v11_probe_001677,mdgo_v05_fin_user_0028,finance,reference_case_reconstruction,3,1,2,190,412,335276,140000
mdgo_v11_probe_001678,mdgo_v05_fin_user_0033,finance,reference_case_reconstruction,3,1,2,120,344,330817,140000
mdgo_v11_probe_001679,mdgo_v05_fin_user_0019,finance,reference_case_reconstruction,3,1,2,197,412,338631,140000
mdgo_v11_probe_001680,mdgo_v05_fin_user_0005,finance,triple_asof_interleaved,3,0,3,0,231,328129,140000
mdgo_v11_probe_001681,mdgo_v05_fin_user_0002,finance,reference_case_reconstruction,3,1,2,195,412,339141,140000
mdgo_v11_probe_001682,mdgo_v05_fin_user_0010,finance,dual_asof_reversal,2,0,2,0,230,335012,140000
mdgo_v11_probe_001683,mdgo_v05_fin_user_0019,finance,suggestion_rejection_pair,2,0,2,0,225,338631,140000
mdgo_v11_probe_001684,mdgo_v05_fin_user_0004,finance,triple_asof_interleaved,3,0,3,0,226,332730,140000
mdgo_v11_probe_001685,mdgo_v05_fin_user_0020,finance,reference_case_reconstruction,3,1,2,191,412,328930,140000
mdgo_v11_probe_001686,mdgo_v07_sof_user_0010,software,triple_asof_interleaved,3,0,3,0,227,329153,140000
mdgo_v11_probe_001687,mdgo_v05_fin_user_0017,finance,surface_decoy_pair,2,0,2,0,217,341010,140000
mdgo_v11_probe_001688,mdgo_v05_fin_user_0010,finance,triple_asof_interleaved,3,0,3,0,230,335012,140000
mdgo_v11_probe_001689,mdgo_v07_sof_user_0014,software,triple_asof_interleaved,3,0,3,0,231,326919,140000
mdgo_v11_probe_001690,mdgo_v05_fin_user_0031,finance,suggestion_rejection_pair,2,0,2,0,224,338178,140000
mdgo_v11_probe_001691,mdgo_v05_fin_user_0011,finance,surface_decoy_pair,2,0,2,0,229,333048,140000
mdgo_v11_probe_001692,mdgo_v07_sof_user_0014,software,dual_asof_reversal,2,0,2,0,231,326919,140000
mdgo_v11_probe_001693,mdgo_v05_fin_user_0005,finance,triple_asof_interleaved,3,0,3,0,231,328129,140000
mdgo_v11_probe_001694,mdgo_v05_sof_user_0004,software,surface_decoy_pair,2,0,2,0,236,322411,140000
mdgo_v11_probe_001695,mdgo_v05_sof_user_0007,software,provenance_weighted_triple,3,0,3,0,236,321840,140000
mdgo_v11_probe_001696,mdgo_v05_fin_user_0005,finance,provenance_weighted_triple,3,0,3,0,231,328129,140000
mdgo_v11_probe_001697,mdgo_v05_fin_user_0029,finance,reference_case_reconstruction,3,1,2,189,412,332408,140000
mdgo_v11_probe_001698,mdgo_v05_fin_user_0020,finance,surface_decoy_pair,2,0,2,0,232,328930,140000
mdgo_v11_probe_001699,mdgo_v07_sof_user_0016,software,dual_asof_reversal,2,0,2,0,233,324189,140000
mdgo_v11_probe_001700,mdgo_v05_fin_user_0033,finance,triple_asof_interleaved,3,0,3,0,230,330817,140000
mdgo_v11_probe_001701,mdgo_v05_sof_user_0004,software,reference_case_reconstruction,3,1,2,182,413,322411,140000
mdgo_v11_probe_001702,mdgo_v05_fin_user_0032,finance,surface_decoy_pair,2,0,2,0,223,342639,140000
mdgo_v11_probe_001703,mdgo_v05_fin_user_0021,finance,suggestion_rejection_pair,2,0,2,0,232,333807,140000
mdgo_v11_probe_001704,mdgo_v05_fin_user_0006,finance,surface_decoy_pair,2,0,2,0,224,336433,140000
mdgo_v11_probe_001705,mdgo_v05_fin_user_0003,finance,surface_decoy_pair,2,0,2,0,230,331924,140000
mdgo_v11_probe_001706,mdgo_v05_fin_user_0025,finance,triple_asof_interleaved,3,0,3,0,232,338920,140000
mdgo_v11_probe_001707,mdgo_v07_sof_user_0011,software,reference_case_reconstruction,3,1,2,187,412,325058,140000
mdgo_v11_probe_001708,mdgo_v05_fin_user_0033,finance,provenance_weighted_triple,3,0,3,0,230,330817,140000
mdgo_v11_probe_001709,mdgo_v07_sof_user_0011,software,dual_asof_reversal,2,0,2,0,238,325058,140000
mdgo_v11_probe_001710,mdgo_v05_fin_user_0021,finance,triple_asof_interleaved,3,0,3,0,232,333807,140000
mdgo_v11_probe_001711,mdgo_v05_fin_user_0001,finance,dual_asof_reversal,2,0,2,0,226,338269,140000
mdgo_v11_probe_001712,mdgo_v05_fin_user_0030,finance,suggestion_rejection_pair,2,0,2,0,220,337818,140000
mdgo_v11_probe_001713,mdgo_v05_fin_user_0000,finance,triple_asof_interleaved,3,0,3,0,227,333457,140000
mdgo_v11_probe_001714,mdgo_v05_fin_user_0028,finance,suggestion_rejection_pair,2,0,2,0,219,335276,140000
mdgo_v11_probe_001715,mdgo_v05_fin_user_0003,finance,triple_asof_interleaved,3,0,3,0,230,331924,140000
mdgo_v11_probe_001716,mdgo_v05_fin_user_0019,finance,dual_asof_reversal,2,0,2,0,225,338631,140000
mdgo_v11_probe_001717,mdgo_v05_fin_user_0010,finance,reference_case_reconstruction,3,1,2,192,412,335012,140000
mdgo_v11_probe_001718,mdgo_v05_fin_user_0031,finance,reference_case_reconstruction,3,1,2,127,344,338178,140000
mdgo_v11_probe_001719,mdgo_v05_fin_user_0007,finance,scope_temporal_pair,2,0,2,0,227,337224,140000
mdgo_v11_probe_001720,mdgo_v05_fin_user_0005,finance,surface_decoy_pair,2,0,2,0,231,328129,140000
mdgo_v11_probe_001721,mdgo_v07_sof_user_0017,software,triple_asof_interleaved,3,0,3,0,232,325699,140000
mdgo_v11_probe_001722,mdgo_v05_fin_user_0007,finance,surface_decoy_pair,2,0,2,0,227,337224,140000
mdgo_v11_probe_001723,mdgo_v05_fin_user_0014,finance,reference_case_reconstruction,3,1,2,194,412,339699,140000
mdgo_v11_probe_001724,mdgo_v05_fin_user_0034,finance,dual_asof_reversal,2,0,2,0,221,337663,140000
mdgo_v11_probe_001725,mdgo_v05_fin_user_0022,finance,provenance_weighted_triple,3,0,3,0,219,343225,140000
mdgo_v11_probe_001726,mdgo_v05_fin_user_0005,finance,scope_temporal_pair,2,0,2,0,231,328129,140000
mdgo_v11_probe_001727,mdgo_v05_fin_user_0009,finance,dual_asof_reversal,2,0,2,0,216,341182,140000
mdgo_v11_probe_001728,mdgo_v07_sof_user_0014,software,dual_asof_reversal,2,0,2,0,231,326919,140000
mdgo_v11_probe_001729,mdgo_v05_sof_user_0006,software,dual_asof_reversal,2,0,2,0,233,322287,140000
mdgo_v11_probe_001730,mdgo_v05_fin_user_0030,finance,provenance_weighted_triple,3,0,3,0,220,337818,140000
mdgo_v11_probe_001731,mdgo_v05_fin_user_0012,finance,surface_decoy_pair,2,0,2,0,224,334218,140000
mdgo_v11_probe_001732,mdgo_v05_fin_user_0020,finance,dual_asof_reversal,2,0,2,0,232,328930,140000
mdgo_v11_probe_001733,mdgo_v05_fin_user_0001,finance,reference_case_reconstruction,3,1,2,195,412,338269,140000
mdgo_v11_probe_001734,mdgo_v05_fin_user_0007,finance,reference_case_reconstruction,3,1,2,126,344,337224,140000
mdgo_v11_probe_001735,mdgo_v05_fin_user_0024,finance,surface_decoy_pair,2,0,2,0,226,340270,140000
mdgo_v11_probe_001736,mdgo_v05_fin_user_0028,finance,dual_asof_reversal,2,0,2,0,219,335276,140000
mdgo_v11_probe_001737,mdgo_v05_fin_user_0026,finance,suggestion_rejection_pair,2,0,2,0,231,330059,140000
mdgo_v11_probe_001738,mdgo_v05_fin_user_0000,finance,reference_case_reconstruction,3,1,2,121,344,333457,140000
mdgo_v11_probe_001739,mdgo_v07_sof_user_0015,software,reference_case_reconstruction,3,1,2,182,412,313659,140000
mdgo_v11_probe_001740,mdgo_v05_sof_user_0008,software,surface_decoy_pair,2,0,2,0,239,318483,140000
mdgo_v11_probe_001741,mdgo_v05_fin_user_0002,finance,triple_asof_interleaved,3,0,3,0,225,339141,140000
mdgo_v11_probe_001742,mdgo_v05_fin_user_0003,finance,surface_decoy_pair,2,0,2,0,230,331924,140000
mdgo_v11_probe_001743,mdgo_v05_fin_user_0014,finance,scope_temporal_pair,2,0,2,0,223,339699,140000
mdgo_v11_probe_001744,mdgo_v05_fin_user_0000,finance,dual_asof_reversal,2,0,2,0,227,333457,140000
mdgo_v11_probe_001745,mdgo_v05_fin_user_0008,finance,dual_asof_reversal,2,0,2,0,229,338243,140000
mdgo_v11_probe_001746,mdgo_v07_sof_user_0013,software,surface_decoy_pair,2,0,2,0,245,316556,140000
mdgo_v11_probe_001747,mdgo_v05_fin_user_0023,finance,surface_decoy_pair,2,0,2,0,228,336961,140000
mdgo_v11_probe_001748,mdgo_v07_sof_user_0010,software,suggestion_rejection_pair,2,0,2,0,227,329153,140000
mdgo_v11_probe_001749,mdgo_v05_fin_user_0028,finance,surface_decoy_pair,2,0,2,0,219,335276,140000
mdgo_v11_probe_001750,mdgo_v05_fin_user_0016,finance,scope_temporal_pair,2,0,2,0,225,332320,140000
mdgo_v11_probe_001751,mdgo_v05_sof_user_0004,software,reference_case_reconstruction,3,1,2,182,413,322411,140000
mdgo_v11_probe_001752,mdgo_v05_fin_user_0032,finance,dual_asof_reversal,2,0,2,0,223,342639,140000
mdgo_v11_probe_001753,mdgo_v07_sof_user_0014,software,triple_asof_interleaved,3,0,3,0,231,326919,140000
mdgo_v11_probe_001754,mdgo_v07_sof_user_0011,software,suggestion_rejection_pair,2,0,2,0,238,325058,140000
