probe_id,probe_type,required_component_groups,best_resolved_groups_in_any_205_session_window,best_window_start,best_window_end,all_required_components_in_one_205_session_window,unresolved_groups_in_best_window,naive_exact_upper_bound_from_missing_binary_links
mdgo_v11_probe_001021,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001022,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001023,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001024,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001025,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001026,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001027,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001028,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001029,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001030,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001031,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001032,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001033,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001034,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001035,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001036,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001037,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001038,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001039,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001040,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001041,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001042,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001043,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001044,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001045,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001046,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001047,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001048,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001049,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001050,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001051,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001052,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001053,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001054,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001055,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001056,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001057,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001058,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001059,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001060,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001061,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001062,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001063,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001064,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001065,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001066,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001067,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001068,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001069,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001070,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001071,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001072,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001073,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001074,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001075,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001076,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001077,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001078,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001079,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001080,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001081,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001082,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001083,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001084,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001085,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001086,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001087,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001088,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001089,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001090,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001091,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001092,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001093,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001094,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001095,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001096,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001097,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001098,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001099,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001100,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001101,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001102,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001103,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001104,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001105,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001106,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001107,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001108,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001109,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001110,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001111,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001112,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001113,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001114,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001115,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001116,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001117,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001118,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001119,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001120,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001121,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001122,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001123,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001124,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001125,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001126,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001127,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001128,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001129,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001130,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001131,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001132,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001133,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001134,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001135,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001136,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001137,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001138,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001139,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001140,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001141,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001142,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001143,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001144,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001145,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001146,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001147,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001148,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001149,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001150,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001151,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001152,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001153,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001154,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001155,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001156,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001157,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001158,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001159,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001160,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001161,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001162,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001163,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001164,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001165,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001166,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001167,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001168,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001169,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001170,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001171,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001172,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001173,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001174,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001175,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001176,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001177,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001178,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001179,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001180,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001181,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001182,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001183,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001184,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001185,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001186,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001187,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001188,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001189,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001190,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001191,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001192,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001193,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001194,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001195,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001196,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001197,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001198,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001199,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001200,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001201,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001202,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001203,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001204,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001205,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001206,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001207,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001208,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001209,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001210,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001211,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001212,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001213,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001214,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001215,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001216,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001217,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001218,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001219,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001220,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001221,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001222,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001223,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001224,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001225,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001226,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001227,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001228,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001229,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001230,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001231,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001232,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001233,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001234,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001235,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001236,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001237,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001238,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001239,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001240,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001241,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001242,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001243,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001244,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001245,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001246,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001247,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001248,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001249,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001250,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001251,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001252,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001253,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001254,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001255,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001256,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001257,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001258,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001259,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001260,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001261,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001262,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001263,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001264,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001265,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001266,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001267,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001268,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001269,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001270,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001271,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001272,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001273,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001274,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001275,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001276,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001277,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001278,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001279,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001280,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001281,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001282,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001283,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001284,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001285,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001286,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001287,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001288,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001289,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001290,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001291,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001292,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001293,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001294,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001295,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001296,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001297,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001298,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001299,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001300,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001301,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001302,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001303,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001304,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001305,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001306,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001307,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001308,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001309,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001310,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001311,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001312,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001313,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001314,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001315,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001316,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001317,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001318,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001319,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001320,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001321,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001322,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001323,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001324,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001325,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001326,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001327,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001328,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001329,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001330,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001331,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001332,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001333,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001334,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001335,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001336,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001337,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001338,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001339,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001340,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001341,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001342,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001343,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001344,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001345,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001346,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001347,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001348,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001349,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001350,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001351,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001352,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001353,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001354,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_001355,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001356,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001357,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001358,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001359,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001360,triple_asof_interleaved,3,0,0,204,0,3,0.125
